date,open_price,highest_price,lowest_price,close_price,price_change,change_percentage,volume
13/10/2023,"71,406.84","72,259.17","71,028.02","71,785.65",300,0,"1,560,000.00"
12/10/2023,"70,554.50","71,880.36","70,554.50","71,501.54","1,100.00",0.01,"2,534,800.00"
11/10/2023,"70,649.21","70,838.61","70,080.98","70,459.80",0,0,"1,898,774.00"
10/10/2023,"70,365.09","71,028.02","70,080.98","70,459.80",700,0.01,"1,123,900.00"
9/10/2023,"70,080.98","70,175.68","69,702.16","69,796.87",-500,-0.01,"1,621,374.00"
6/10/2023,"68,849.83","70,270.39","68,755.12","70,270.39","1,500.00",0.02,"1,327,000.00"
5/10/2023,"70,175.68","70,459.80","68,849.83","68,849.83","-1,700.00",-0.02,"2,645,700.00"
4/10/2023,"69,702.16","70,649.21","69,512.76","70,459.80",400,0.01,"1,177,900.00"
3/10/2023,"70,649.21","71,122.73","69,986.28","70,080.98","-1,600.00",-0.02,"2,013,700.00"
2/10/2023,"70,270.39","71,596.25","70,270.39","71,596.25","1,400.00",0.02,"1,304,901.00"
29/09/2023,"71,028.02","72,353.88","70,270.39","70,270.39",-600,-0.01,"1,403,900.00"
28/09/2023,"72,069.77","72,353.88","70,838.61","70,838.61","-1,800.00",-0.02,"2,034,300.00"
27/09/2023,"72,259.17","72,543.29","70,838.61","72,543.29",500,0.01,"2,273,300.00"
26/09/2023,"73,490.33","73,869.14","71,975.06","72,069.77","-1,500.00",-0.02,"2,634,600.00"
25/09/2023,"73,111.51","74,342.66","72,637.99","73,490.33",100,0,"2,795,503.00"
22/09/2023,"73,016.81","74,153.25","71,785.65","73,395.62",-500,-0.01,"4,361,903.00"
21/09/2023,"73,963.85","74,153.25","73,206.21","73,869.14",-300,0,"2,577,902.00"
20/09/2023,"74,247.96","74,626.77","73,869.14","74,153.25",-600,-0.01,"2,403,202.00"
19/09/2023,"74,342.66","74,721.48","73,300.92","74,721.48",0,0,"2,571,703.00"
18/09/2023,"74,910.89","75,573.81","74,532.07","74,721.48",-600,-0.01,"1,499,600.00"
15/09/2023,"75,195.00","76,899.67","74,816.18","75,289.70",100,0,"5,614,800.00"
14/09/2023,"74,342.66","75,763.22","74,247.96","75,195.00",300,0,"2,660,100.00"
13/09/2023,"75,384.41","76,047.33","74,532.07","74,910.89","-1,200.00",-0.01,"2,507,600.00"
12/9/2023,"74,816.18","76,426.15","74,153.25","76,047.33",800,0.01,"2,708,500.00"
11/9/2023,"75,763.22","76,804.97","73,490.33","75,289.70",-500,-0.01,"4,234,900.00"
8/9/2023,"75,005.59","75,857.93","74,910.89","75,763.22",500,0.01,"2,774,901.00"
7/9/2023,"75,668.52","75,763.22","74,437.37","75,289.70",-500,-0.01,"3,726,700.00"
6/9/2023,"75,857.93","75,857.93","75,289.70","75,763.22",-100,0,"2,280,401.00"
5/9/2023,"74,342.66","76,236.74","73,963.85","75,857.93","2,300.00",0.03,"6,839,901.00"
31/08/2023,"73,395.62","74,721.48","73,016.81","73,679.73",0,0,"4,386,000.00"
30/08/2023,"72,922.10","74,342.66","72,448.58","73,679.73",400,0.01,"2,659,700.00"
29/08/2023,"73,395.62","73,490.33","72,164.47","73,300.92",-500,-0.01,"4,199,901.00"
28/08/2023,"71,028.02","73,963.85","71,028.02","73,774.44","3,000.00",0.04,"6,039,700.00"
25/08/2023,"71,312.13","71,312.13","70,365.09","70,933.32",200,0,"3,045,401.00"
24/08/2023,"69,607.46","70,933.32","69,133.94","70,743.91","1,200.00",0.02,"5,206,002.00"
23/08/2023,"68,565.72","69,702.16","67,808.08","69,607.46",800,0.01,"4,172,801.00"
22/08/2023,"69,323.35","69,323.35","67,334.56","68,849.83",-200,0,"3,075,108.00"
21/08/2023,"68,849.83","69,891.57","68,849.83","69,039.24",-400,-0.01,"3,617,708.00"
18/08/2023,"69,607.46","70,838.61","68,281.60","69,418.05",-300,0,"7,106,201.00"
17/08/2023,"69,228.64","70,554.50","69,039.24","69,702.16",500,0.01,"4,650,904.00"
16/08/2023,"68,944.53","69,607.46","68,660.42","69,228.64",300,0,"2,083,904.00"
15/08/2023,"69,039.24","69,512.76","68,849.83","68,944.53",-600,-0.01,"2,259,703.00"
14/08/2023,"69,512.76","69,607.46","68,660.42","69,512.76",-100,0,"3,366,511.00"
11/8/2023,"69,228.64","69,607.46","68,565.72","69,607.46",400,0.01,"2,204,332.00"
10/8/2023,"69,228.64","70,080.98","69,039.24","69,228.64",0,0,"2,813,226.00"
9/8/2023,"70,554.50","70,554.50","68,944.53","69,228.64","-1,400.00",-0.02,"3,727,162.00"
8/8/2023,"70,743.91","70,933.32","69,986.28","70,554.50",-400,-0.01,"3,510,526.00"
7/8/2023,"69,039.24","70,933.32","68,471.01","70,933.32","1,900.00",0.03,"5,087,933.00"
4/8/2023,"68,660.42","69,133.94","68,186.90","69,133.94",400,0.01,"3,165,220.00"
3/8/2023,"70,175.68","70,175.68","68,755.12","68,755.12","-1,100.00",-0.01,"2,917,624.00"
2/8/2023,"69,657.86","70,116.14","69,016.28","69,749.52",100,0,"5,698,936.00"
1/8/2023,"71,490.96","71,490.96","69,657.86","69,657.86","-2,000.00",-0.03,"5,730,817.00"
31/07/2023,"70,849.38","71,857.58","70,757.72","71,490.96",600,0.01,"3,814,939.00"
28/07/2023,"69,474.55","71,216.00","69,291.24","70,941.03","1,700.00",0.02,"6,143,629.00"
27/07/2023,"68,741.31","69,474.55","68,558.00","69,382.90",700,0.01,"6,208,219.00"
26/07/2023,"68,191.38","68,924.62","68,099.73","68,741.31",500,0.01,"3,189,718.00"
25/07/2023,"67,458.14","68,466.35","66,999.86","68,283.04",900,0.01,"6,645,914.00"
24/07/2023,"67,366.48","67,824.76","67,183.17","67,458.14",100,0,"2,535,331.00"
21/07/2023,"66,541.59","67,366.48","66,449.93","67,366.48",900,0.01,"3,821,822.00"
20/07/2023,"66,541.59","66,724.90","66,266.62","66,541.59",0,0,"2,600,707.00"
19/07/2023,"66,449.93","66,908.21","66,358.28","66,541.59",200,0,"3,025,100.00"
18/07/2023,"66,449.93","66,541.59","66,174.97","66,358.28",100,0,"5,537,000.00"
17/07/2023,"66,908.21","67,458.14","66,174.97","66,266.62","-1,000.00",-0.01,"5,802,800.00"
14/07/2023,"67,091.52","67,274.83","66,083.31","67,183.17",200,0,"7,399,700.00"
13/07/2023,"67,274.83","67,641.45","66,816.55","66,999.86",-400,-0.01,"4,376,500.00"
12/7/2023,"66,816.55","67,366.48","66,541.59","67,366.48",700,0.01,"4,195,800.00"
11/7/2023,"66,083.31","67,274.83","65,716.69","66,724.90",700,0.01,"6,235,300.00"
10/7/2023,"65,441.73","66,633.24","65,258.42","66,083.31","1,200.00",0.02,"6,201,102.00"
7/7/2023,"64,800.14","65,258.42","64,525.18","64,983.45",400,0.01,"5,780,500.00"
6/7/2023,"64,066.90","64,800.14","63,975.25","64,616.83",700,0.01,"7,631,000.00"
5/7/2023,"64,891.80","64,891.80","63,791.94","63,975.25",-800,-0.01,"6,873,600.00"
4/7/2023,"64,616.83","65,258.42","64,250.21","64,708.49",-100,0,"4,923,805.00"
3/7/2023,"65,166.76","65,441.73","64,433.52","64,800.14",-300,0,"3,186,200.00"
30/06/2023,"65,900.00","65,991.66","64,891.80","65,075.11",-900,-0.01,"3,645,000.00"
29/06/2023,"64,708.49","66,358.28","64,250.21","65,900.00","1,300.00",0.02,"7,911,400.00"
28/06/2023,"64,616.83","64,983.45","63,883.59","64,708.49",100,0,"6,204,700.00"
27/06/2023,"64,891.80","64,891.80","63,791.94","64,616.83",-100,0,"6,128,900.00"
26/06/2023,"63,516.97","64,800.14","62,600.42","64,708.49","1,500.00",0.02,"10,737,800.00"
23/06/2023,"61,408.90","63,700.28","61,408.90","63,333.66","2,200.00",0.03,"11,958,000.00"
22/06/2023,"60,950.63","61,683.87","60,767.32","61,317.25",600,0.01,"5,610,600.00"
21/06/2023,"60,125.73","60,767.32","60,034.08","60,767.32",800,0.01,"4,490,900.00"
20/06/2023,"60,400.70","60,400.70","60,034.08","60,034.08",-300,0,"2,993,000.00"
19/06/2023,"60,767.32","61,042.28","60,125.73","60,309.04",-300,0,"3,279,400.00"
16/06/2023,"60,950.63","61,042.28","60,492.35","60,584.01",-200,0,"6,021,785.00"
15/06/2023,"61,683.87","61,775.52","60,675.66","60,767.32",-800,-0.01,"5,810,400.00"
14/06/2023,"62,050.49","62,508.77","61,500.56","61,500.56",-500,-0.01,"5,404,900.00"
13/06/2023,"62,417.11","62,600.42","61,867.18","61,958.83",-300,0,"4,973,400.00"
12/6/2023,"60,492.35","62,325.46","60,492.35","62,233.80","2,100.00",0.03,"5,471,300.00"
9/6/2023,"60,125.73","60,950.63","60,034.08","60,309.04",300,0,"2,080,200.00"
8/6/2023,"60,950.63","60,950.63","60,034.08","60,034.08",-700,-0.01,"5,180,900.00"
7/6/2023,"60,950.63","61,133.94","60,492.35","60,675.66",-200,0,"3,719,000.00"
6/6/2023,"61,317.25","61,317.25","60,492.35","60,858.97",-100,0,"3,423,000.00"
5/6/2023,"60,950.63","61,592.21","60,675.66","60,950.63",600,0.01,"3,323,000.00"
2/6/2023,"60,675.66","60,767.32","60,034.08","60,400.70",-200,0,"3,138,500.00"
1/6/2023,"60,584.01","60,950.63","60,492.35","60,584.01",0,0,"1,214,500.00"
31/05/2023,"61,225.59","61,225.59","60,584.01","60,584.01",-400,-0.01,"1,536,600.00"
30/05/2023,"61,500.56","61,775.52","60,950.63","60,950.63",-600,-0.01,"3,248,000.00"
29/05/2023,"61,683.87","62,050.49","61,500.56","61,500.56",0,0,"2,348,900.00"
26/05/2023,"61,775.52","62,325.46","61,500.56","61,500.56",0,0,"2,118,800.00"
25/05/2023,"60,675.66","61,867.18","60,492.35","61,500.56",800,0.01,"1,970,600.00"
24/05/2023,"61,500.56","61,775.52","60,584.01","60,767.32",-700,-0.01,"2,350,000.00"
23/05/2023,"62,325.46","62,692.08","61,408.90","61,408.90","-1,200.00",-0.02,"2,935,700.00"
22/05/2023,"62,967.04","63,242.01","62,508.77","62,508.77",-400,-0.01,"1,698,000.00"
19/05/2023,"63,608.63","63,700.28","62,875.39","62,875.39",-600,-0.01,"1,329,500.00"
18/05/2023,"63,242.01","64,158.56","62,783.73","63,425.32",200,0,"2,622,200.00"
17/05/2023,"63,883.59","63,883.59","63,058.70","63,242.01",-700,-0.01,"1,993,000.00"
16/05/2023,"63,242.01","63,883.59","63,242.01","63,883.59",700,0.01,"1,947,400.00"
15/05/2023,"64,066.90","64,066.90","63,242.01","63,242.01",-600,-0.01,"2,105,600.00"
12/5/2023,"64,525.18","64,525.18","63,700.28","63,791.94",-400,-0.01,"1,214,100.00"
11/5/2023,"64,616.83","64,983.45","64,158.56","64,158.56",-500,-0.01,"767,500.00"
10/5/2023,"64,891.80","65,166.76","64,616.83","64,616.83",-200,0,"1,451,601.00"
9/5/2023,"64,891.80","65,075.11","64,616.83","64,800.14",300,0,"2,985,200.00"
8/5/2023,"63,242.01","64,525.18","63,242.01","64,525.18","1,600.00",0.02,"1,897,300.00"
5/5/2023,"62,875.39","63,425.32","62,875.39","63,058.70",200,0,"1,786,200.00"
4/5/2023,"64,158.56","64,158.56","62,692.08","62,875.39","-1,400.00",-0.02,"3,172,800.00"
28/04/2023,"63,975.25","64,341.87","63,883.59","64,158.56",500,0.01,"2,136,300.00"
27/04/2023,"65,075.11","65,075.11","63,700.28","63,700.28","-1,500.00",-0.02,"1,369,100.00"
26/04/2023,"64,158.56","65,075.11","64,158.56","65,075.11","1,100.00",0.02,"5,145,618.00"
25/04/2023,"64,616.83","65,441.73","63,975.25","64,066.90",-600,-0.01,"1,370,200.00"
24/04/2023,"65,075.11","65,166.76","64,341.87","64,616.83",-400,-0.01,"1,851,900.00"
21/04/2023,"65,991.66","65,991.66","64,891.80","64,983.45","-1,000.00",-0.01,"1,643,300.00"
20/04/2023,"66,083.31","66,541.59","65,808.35","65,900.00",-100,0,"1,322,300.00"
19/04/2023,"66,999.86","66,999.86","65,991.66","65,991.66","-1,000.00",-0.01,"816,300.00"
18/04/2023,"65,808.35","66,908.21","65,808.35","66,908.21","1,300.00",0.02,"1,820,300.00"
17/04/2023,"66,724.90","66,816.55","65,716.69","65,716.69","-1,100.00",-0.02,"1,365,400.00"
14/04/2023,"67,458.14","67,549.79","66,724.90","66,724.90",-700,-0.01,"1,294,000.00"
13/04/2023,"68,099.73","68,191.38","67,366.48","67,366.48",-800,-0.01,"1,748,200.00"
12/4/2023,"68,191.38","68,191.38","67,824.76","68,099.73",-100,0,"979,100.00"
11/4/2023,"68,099.73","68,283.04","67,916.42","68,191.38",0,0,"782,800.00"
10/4/2023,"68,466.35","68,466.35","68,191.38","68,191.38",-300,0,"832,700.00"
7/4/2023,"68,191.38","68,466.35","68,099.73","68,466.35",400,0.01,"794,400.00"
6/4/2023,"68,191.38","68,374.69","68,099.73","68,099.73",-200,0,"967,300.00"
5/4/2023,"68,008.07","68,558.00","67,916.42","68,283.04",300,0,"963,400.00"
4/4/2023,"68,191.38","68,283.04","68,008.07","68,008.07",-200,0,"1,819,000.00"
3/4/2023,"68,374.69","68,649.66","68,008.07","68,191.38",0,0,"850,600.00"
31/03/2023,"68,741.31","69,107.93","68,191.38","68,191.38",-600,-0.01,"1,076,100.00"
30/03/2023,"68,466.35","69,107.93","68,374.69","68,741.31",100,0,"838,700.00"
29/03/2023,"68,466.35","68,649.66","68,191.38","68,649.66",500,0.01,"907,400.00"
28/03/2023,"68,283.04","69,016.28","68,191.38","68,191.38",-200,0,"1,650,000.00"
27/03/2023,"68,741.31","68,741.31","68,099.73","68,374.69",-400,-0.01,"1,461,500.00"
24/03/2023,"68,741.31","69,199.59","68,558.00","68,741.31",-300,0,"932,300.00"
23/03/2023,"68,099.73","69,016.28","67,824.76","69,016.28",900,0.01,"1,805,000.00"
22/03/2023,"68,374.69","68,466.35","68,191.38","68,191.38",0,0,"900,200.00"
21/03/2023,"68,191.38","68,832.97","68,008.07","68,191.38",100,0,"1,350,200.00"
20/03/2023,"68,741.31","68,741.31","67,916.42","68,099.73",-200,0,"1,609,600.00"
17/03/2023,"70,024.48","70,024.48","68,283.04","68,283.04","-1,900.00",-0.02,"2,512,800.00"
16/03/2023,"70,574.41","70,666.07","69,566.21","70,024.48",-700,-0.01,"1,895,200.00"
15/03/2023,"70,207.79","70,849.38","70,116.14","70,666.07",500,0.01,"2,040,200.00"
14/03/2023,"69,932.83","70,482.76","69,291.24","70,207.79",-300,0,"1,735,100.00"
13/03/2023,"70,391.10","70,666.07","70,207.79","70,482.76",0,0,"1,824,500.00"
10/3/2023,"70,116.14","70,757.72","69,749.52","70,482.76",400,0.01,"1,427,700.00"
9/3/2023,"69,841.17","70,666.07","69,841.17","70,116.14",0,0,"1,489,700.00"
8/3/2023,"68,924.62","70,116.14","68,741.31","70,116.14",700,0.01,"1,244,400.00"
7/3/2023,"69,566.21","69,841.17","69,199.59","69,474.55",800,0.01,"1,170,900.00"
6/3/2023,"69,657.86","70,207.79","68,741.31","68,741.31","-1,000.00",-0.01,"891,800.00"
3/3/2023,"68,741.31","70,391.10","68,741.31","69,657.86",-500,-0.01,"704,200.00"
2/3/2023,"70,482.76","70,482.76","69,749.52","70,116.14",-400,-0.01,"1,088,800.00"
1/3/2023,"68,832.97","70,574.41","68,741.31","70,482.76","1,400.00",0.02,"1,635,500.00"
28/02/2023,"69,199.59","69,566.21","68,832.97","69,199.59",300,0,"1,034,300.00"
27/02/2023,"68,466.35","69,566.21","67,824.76","68,924.62",500,0.01,"1,112,500.00"
24/02/2023,"69,382.90","69,657.86","68,283.04","68,466.35","-1,000.00",-0.01,"1,681,000.00"
23/02/2023,"69,199.59","70,482.76","68,191.38","69,382.90",200,0,"2,327,900.00"
22/02/2023,"69,932.83","70,299.45","69,199.59","69,199.59","-1,700.00",-0.02,"1,383,600.00"
21/02/2023,"71,032.69","71,124.34","70,299.45","70,757.72",-300,0,"888,300.00"
20/02/2023,"69,657.86","71,032.69","69,199.59","71,032.69","1,500.00",0.02,"1,385,300.00"
17/02/2023,"69,749.52","70,024.48","69,016.28","69,657.86",-500,-0.01,"943,900.00"
16/02/2023,"69,657.86","70,116.14","69,291.24","70,116.14",500,0.01,"691,300.00"
15/02/2023,"68,466.35","69,657.86","68,191.38","69,657.86","1,300.00",0.02,"1,443,500.00"
14/02/2023,"69,016.28","69,382.90","68,191.38","68,466.35",-600,-0.01,"1,193,500.00"
13/02/2023,"69,566.21","69,566.21","67,916.42","69,016.28",-600,-0.01,"1,637,632.00"
10/2/2023,"68,741.31","69,566.21","68,741.31","69,566.21",900,0.01,"1,236,100.00"
9/2/2023,"69,474.55","69,657.86","68,741.31","68,741.31",-800,-0.01,"1,619,600.00"
8/2/2023,"69,841.17","70,207.79","69,382.90","69,474.55",-300,0,"1,550,000.00"
7/2/2023,"71,124.34","71,124.34","69,749.52","69,749.52","-1,300.00",-0.02,"1,274,400.00"
6/2/2023,"69,566.21","71,032.69","69,566.21","70,941.03","1,400.00",0.02,"1,910,700.00"
3/2/2023,"70,574.41","70,666.07","69,566.21","69,657.86",-700,-0.01,"1,967,400.00"
2/2/2023,"70,941.03","71,032.69","70,299.45","70,299.45",-500,-0.01,"1,520,400.00"
1/2/2023,"71,216.00","71,307.65","70,482.76","70,757.72",100,0,"1,810,400.00"
31/01/2023,"72,590.82","72,865.79","70,482.76","70,666.07","-2,300.00",-0.03,"4,947,600.00"
30/01/2023,"73,324.06","73,324.06","72,774.13","72,774.13",-600,-0.01,"1,614,000.00"
27/01/2023,"74,607.24","75,065.51","72,957.44","73,324.06","-1,300.00",-0.02,"2,331,800.00"
19/01/2023,"74,057.31","74,698.89","73,324.06","74,515.58",0,0,"2,792,100.00"
18/01/2023,"74,148.96","74,698.89","73,965.65","74,515.58",400,0,"1,397,900.00"
17/01/2023,"73,507.38","74,240.62","72,774.13","74,148.96","1,500.00",0.02,"1,791,400.00"
16/01/2023,"73,874.00","74,057.31","72,774.13","72,774.13","-1,200.00",-0.01,"854,700.00"
13/01/2023,"73,507.38","74,332.27","73,415.72","73,874.00",600,0.01,"1,689,000.00"
12/1/2023,"73,232.41","73,507.38","72,682.48","73,324.06",600,0.01,"754,900.00"
11/1/2023,"74,240.62","74,790.55","72,774.13","72,774.13","-1,600.00",-0.02,"1,574,700.00"
10/1/2023,"74,148.96","74,698.89","73,874.00","74,240.62",300,0,"1,216,000.00"
9/1/2023,"73,232.41","73,965.65","72,957.44","73,965.65",900,0.01,"948,300.00"
6/1/2023,"74,240.62","74,423.93","72,957.44","73,140.75","-1,400.00",-0.02,"1,309,700.00"
5/1/2023,"72,682.48","74,607.24","72,407.51","74,423.93","1,900.00",0.02,"2,469,800.00"
4/1/2023,"72,132.55","72,682.48","72,040.89","72,682.48",800,0.01,"1,153,800.00"
3/1/2023,"70,116.14","71,949.24","69,841.17","71,949.24","2,400.00",0.03,"1,496,000.00"
30/12/2022,"71,490.96","71,490.96","69,749.52","69,749.52",-900,-0.01,"1,243,300.00"
29/12/2022,"70,941.03","71,674.27","70,574.41","70,574.41",,,"1,329,700.00"
28/12/2022,"70,299.45","71,490.96","70,207.79","70,574.41",,,"1,248,500.00"
27/12/2022,"70,391.10","71,490.96","69,657.86","70,207.79",,,"1,586,800.00"
26/12/2022,"70,024.48","71,124.34","69,566.21","69,657.86",,,"1,717,600.00"
23/12/2022,"70,666.07","71,674.27","69,841.17","69,841.17",,,"1,561,800.00"
22/12/2022,"72,682.48","72,865.79","70,574.41","70,574.41",,,"1,630,400.00"
21/12/2022,"71,765.93","72,576.33","71,585.84","71,765.93",,,"2,305,500.00"
20/12/2022,"69,604.85","71,765.93","69,244.67","70,865.48",,,"3,030,300.00"
19/12/2022,"70,685.39","70,685.39","69,334.71","69,334.71",,,"2,422,700.00"
16/12/2022,"69,965.03","70,955.52","69,874.98","70,235.16",,,"3,002,000.00"
15/12/2022,"69,784.94","71,315.70","69,604.85","69,874.98",,,"2,595,300.00"
14/12/2022,"71,495.79","71,495.79","69,784.94","69,784.94",,,"3,865,200.00"
13/12/2022,"70,775.43","71,495.79","69,514.80","70,235.16",,,"4,051,300.00"
12/12/2022,"72,306.20","73,746.92","70,595.34","70,685.39",,,"3,942,700.00"
9/12/2022,"72,936.51","73,656.88","72,036.06","72,036.06",,,"2,408,500.00"
8/12/2022,"74,737.42","75,637.87","72,936.51","72,936.51",,,"1,677,100.00"
7/12/2022,"74,737.42","75,908.00","73,656.88","74,287.19",,,"1,939,600.00"
6/12/2022,"76,538.32","76,628.36","74,287.19","74,287.19",,,"1,395,300.00"
5/12/2022,"75,727.91","77,078.59","75,727.91","76,538.32",,,"2,066,000.00"
2/12/2022,"74,107.10","75,637.87","73,836.97","75,637.87",,,"2,600,500.00"
1/12/2022,"73,476.79","74,647.37","73,476.79","74,197.15",,,"2,216,800.00"
30/11/2022,"74,737.42","74,737.42","73,386.74","74,557.33",,,"1,995,600.00"
29/11/2022,"73,206.65","75,007.55","72,486.29","74,737.42",,,"2,404,200.00"
28/11/2022,"73,836.97","75,097.60","73,566.83","73,566.83",,,"2,299,200.00"
25/11/2022,"73,206.65","74,467.28","72,936.51","74,017.06",,,"2,596,100.00"
24/11/2022,"71,135.61","73,116.60","71,045.57","73,116.60",,,"3,261,400.00"
23/11/2022,"71,585.84","71,765.93","70,505.30","71,495.79",,,"773,100.00"
22/11/2022,"69,784.94","72,216.15","69,694.89","71,585.84",,,"2,281,200.00"
21/11/2022,"69,334.71","70,145.12","69,244.67","70,145.12",,,"1,787,400.00"
18/11/2022,"69,334.71","70,055.07","68,164.13","69,334.71",,,"2,229,300.00"
17/11/2022,"69,154.62","70,505.30","67,623.85","68,434.26",,,"2,599,500.00"
16/11/2022,"67,984.04","70,955.52","66,453.27","67,083.58",,,"4,122,600.00"
15/11/2022,"71,135.61","71,495.79","68,884.49","69,334.71",,,"2,389,600.00"
14/11/2022,"70,235.16","73,836.97","68,524.31","71,135.61",,,"2,766,800.00"
11/11/2022,"71,045.57","72,396.24","70,595.34","70,595.34",,,"1,564,400.00"
10/11/2022,"72,846.47","72,936.51","69,334.71","70,595.34",,,"2,637,600.00"
9/11/2022,"73,836.97","74,017.06","72,036.06","72,846.47",,,"2,701,100.00"
8/11/2022,"74,017.06","74,197.15","71,675.88","74,197.15",,,"2,501,400.00"
7/11/2022,"72,126.11","74,017.06","72,036.06","74,017.06",,,"2,638,300.00"
4/11/2022,"71,946.02","72,936.51","70,235.16","72,036.06",,,"3,179,200.00"
3/11/2022,"70,235.16","72,666.38","70,235.16","72,036.06",,,"1,278,300.00"
2/11/2022,"72,216.15","72,306.20","70,505.30","70,505.30",,,"1,830,500.00"
1/11/2022,"70,685.39","74,287.19","70,685.39","72,216.15",,,"3,180,100.00"
31/10/2022,"69,965.03","70,685.39","69,604.85","70,685.39",,,"1,949,200.00"
28/10/2022,"70,685.39","70,775.43","69,965.03","70,235.16",,,"1,614,400.00"
27/10/2022,"68,434.26","70,685.39","68,434.26","70,685.39",,,"2,283,600.00"
26/10/2022,"68,434.26","68,794.44","68,074.08","68,434.26",,,"1,467,000.00"
25/10/2022,"66,723.40","69,154.62","66,723.40","68,434.26",,,"1,657,600.00"
24/10/2022,"69,514.80","69,514.80","66,633.36","66,633.36",,,"2,342,300.00"
21/10/2022,"69,784.94","70,595.34","68,884.49","69,334.71",,,"2,097,600.00"
20/10/2022,"68,974.53","69,784.94","68,254.17","69,784.94",,,"2,664,900.00"
19/10/2022,"68,524.31","69,154.62","68,524.31","68,974.53",,,"1,467,000.00"
18/10/2022,"67,533.81","69,334.71","67,263.67","68,884.49",,,"3,172,000.00"
17/10/2022,"66,453.27","67,623.85","66,363.22","66,723.40",,,"1,812,700.00"
14/10/2022,"66,633.36","67,083.58","66,363.22","66,633.36",,,"1,746,000.00"
13/10/2022,"63,932.01","66,453.27","63,751.92","66,453.27",,,"3,171,000.00"
12/10/2022,"63,481.78","64,562.32","63,121.60","64,472.28",,,"1,274,000.00"
11/10/2022,"63,481.78","64,382.23","62,671.38","63,211.65",,,"1,718,400.00"
10/10/2022,"61,680.88","64,382.23","60,690.38","63,481.78",,,"1,661,900.00"
7/10/2022,"62,401.24","64,202.14","59,879.98","62,851.47",,,"2,685,300.00"
6/10/2022,"64,202.14","64,292.19","63,031.56","63,031.56",,,"1,819,500.00"
5/10/2022,"63,932.01","64,832.46","63,932.01","64,472.28",,,"1,493,400.00"
4/10/2022,"64,652.37","64,652.37","63,031.56","63,841.96",,,"1,755,300.00"
3/10/2022,"64,742.41","65,282.68","63,932.01","63,932.01",,,"2,339,100.00"
30/09/2022,"64,742.41","66,003.04","64,742.41","65,102.59",,,"2,643,400.00"
29/09/2022,"65,642.86","66,183.13","65,012.55","65,462.77",,,"2,375,100.00"
28/09/2022,"64,832.46","65,732.91","63,841.96","64,652.37",,,"2,145,700.00"
27/09/2022,"67,083.58","67,443.76","65,102.59","65,192.64",,,"3,111,500.00"
26/09/2022,"68,254.17","68,614.35","66,363.22","66,633.36",,,"3,886,000.00"
23/09/2022,"69,334.71","69,604.85","68,884.49","69,064.58",,,"1,398,600.00"
22/09/2022,"68,974.53","69,424.76","68,434.26","69,244.67",,,"1,033,500.00"
21/09/2022,"68,164.13","69,874.98","68,074.08","69,244.67",,,"2,477,500.00"
20/09/2022,"67,803.95","68,614.35","67,803.95","68,254.17",,,"1,139,700.00"
19/09/2022,"68,074.08","68,164.13","67,443.76","67,713.90",,,"1,418,000.00"
16/09/2022,"67,263.67","68,434.26","66,993.54","68,434.26",,,"2,308,600.00"
15/09/2022,"66,723.40","67,713.90","66,723.40","67,083.58",,,"1,207,500.00"
14/09/2022,"67,443.76","67,533.81","66,453.27","66,633.36",,,"2,037,900.00"
13/09/2022,"67,713.90","68,434.26","67,713.90","68,164.13",,,"1,556,500.00"
12/9/2022,"68,434.26","68,614.35","67,803.95","67,803.95",,,"1,386,100.00"
9/9/2022,"68,344.22","68,884.49","67,984.04","68,344.22",,,"1,188,500.00"
8/9/2022,"68,434.26","68,884.49","67,713.90","68,164.13",,,"1,351,100.00"
7/9/2022,"70,055.07","70,055.07","68,164.13","68,164.13",,,"2,916,400.00"
6/9/2022,"69,784.94","71,135.61","69,604.85","70,055.07",,,"2,669,000.00"
5/9/2022,"67,984.04","70,055.07","67,984.04","69,784.94",,,"3,169,400.00"
31/08/2022,"68,344.22","68,794.44","67,984.04","67,984.04",,,"1,677,100.00"
30/08/2022,"67,984.04","68,794.44","67,984.04","68,434.26",,,"2,275,076.00"
29/08/2022,"68,524.31","68,704.40","67,893.99","67,984.04",,,"3,331,964.00"
26/08/2022,"70,055.07","70,325.21","68,614.35","69,244.67",,,"2,463,000.00"
25/08/2022,"70,145.12","70,505.30","69,334.71","70,145.12",,,"2,182,100.00"
24/08/2022,"68,254.17","70,505.30","68,254.17","69,965.03",,,"6,069,100.00"
23/08/2022,"66,363.22","68,344.22","66,273.18","68,254.17",,,"4,551,200.00"
22/08/2022,"66,723.40","67,353.72","66,363.22","66,363.22",,,"2,171,700.00"
19/08/2022,"66,093.09","67,083.58","65,642.86","66,723.40",,,"5,351,600.00"
18/08/2022,"65,372.73","66,273.18","65,372.73","66,093.09",,,"4,230,600.00"
17/08/2022,"64,652.37","65,372.73","64,562.32","65,372.73",,,"1,484,400.00"
16/08/2022,"64,652.37","65,192.64","64,562.32","64,652.37",,,"3,021,756.00"
15/08/2022,"64,832.46","64,832.46","64,202.14","64,382.23",,,"2,525,800.00"
12/8/2022,"63,932.01","64,742.41","63,932.01","64,742.41",,,"2,175,100.00"
11/8/2022,"65,372.73","65,372.73","63,661.87","64,022.05",,,"4,084,600.00"
10/8/2022,"64,832.46","65,372.73","64,832.46","65,282.68",,,"2,358,800.00"
